tanggal,pukul,jam,
23-Nov-21,22:40,22,
24-Nov-21,21:58,21,
23-Nov-21,19:05,19,
23-Nov-21,15:08,15,
23-Nov-21,14:49,14,
23-Nov-21,14:47,14,
20-Nov-21,14:25,14,
23-Nov-21,13:39,13,
23-Nov-21,13:03,13,
23-Nov-21,12:40,12,
23-Nov-21,12:40,12,
23-Nov-21,12:35,12,
23-Nov-21,12:34,12,
23-Nov-21,11:40,11,
25-Nov-21,11:02,11,
27-Nov-21,9:27,09,
27-Nov-21,9:19,09,
27-Nov-21,8:16,08,
27-Nov-21,6:51,06,
27-Nov-21,6:30,06,
27-Nov-21,5:04,05,
27-Nov-21,4:55,04,
27-Nov-21,4:42,04,
27-Nov-21,4:40,04,
27-Nov-21,4:40,04,
20-Nov-21,4:36,04,
22-Nov-21,4:32,04,
21-Nov-21,4:16,04,
20-Nov-21,4:03,04,
20-Nov-21,4:00,04,
22-Nov-21,3:30,03,
26-Nov-21,3:30,03,
22-Nov-21,3:30,03,
27-Nov-21,3:29,03,
27-Nov-21,3:29,03,
26-Nov-21,3:29,03,
28-Nov-21,3:22,03,
20-Nov-21,3:08,03,
22-Nov-21,3:00,03,
22-Nov-21,2:45,02,
22-Nov-21,2:45,02,
23-Nov-21,2:28,02,
22-Nov-21,2:28,02,
23-Nov-21,22:20,22,
22-Nov-21,21:11,21,
22-Nov-21,21:04,21,
24-Nov-21,17:21,17,
23-Nov-21,16:03,16,
22-Nov-21,15:49,15,
22-Nov-21,15:26,15,
22-Nov-21,15:22,15,
28-Nov-21,15:04,15,
28-Nov-21,14:54,14,
26-Nov-21,14:31,14,
26-Nov-21,14:09,14,
26-Nov-21,13:57,13,
27-Nov-21,13:57,13,
24-Nov-21,13:57,13,
22-Nov-21,13:57,13,
28-Nov-21,13:57,13,
28-Nov-21,13:56,13,
27-Nov-21,13:36,13,
23-Nov-21,13:34,13,
23-Nov-21,13:33,13,
27-Nov-21,13:33,13,
26-Nov-21,13:32,13,
23-Nov-21,13:32,13,
27-Nov-21,13:32,13,
23-Nov-21,13:32,13,
24-Nov-21,13:23,13,
24-Nov-21,12:51,12,
24-Nov-21,12:47,12,
22-Nov-21,12:27,12,
27-Nov-21,12:08,12,
20-Nov-21,12:06,12,
22-Nov-21,11:54,11,
26-Nov-21,11:53,11,
20-Nov-21,11:53,11,
20-Nov-21,11:53,11,
20-Nov-21,11:53,11,
20-Nov-21,11:53,11,
24-Nov-21,11:52,11,
24-Nov-21,11:52,11,
22-Nov-21,11:52,11,
22-Nov-21,11:52,11,
22-Nov-21,11:52,11,
22-Nov-21,11:51,11,
23-Nov-21,11:40,11,
24-Nov-21,11:37,11,
24-Nov-21,11:37,11,
23-Nov-21,11:35,11,
22-Nov-21,11:34,11,
23-Nov-21,11:33,11,
25-Nov-21,11:32,11,
22-Nov-21,11:31,11,
26-Nov-21,11:29,11,
25-Nov-21,11:23,11,
20-Nov-21,10:43,10,
27-Nov-21,10:38,10,
27-Nov-21,10:36,10,
27-Nov-21,10:32,10,
27-Nov-21,10:28,10,
27-Nov-21,10:25,10,
27-Nov-21,10:24,10,
27-Nov-21,10:16,10,
28-Nov-21,10:16,10,
27-Nov-21,10:16,10,
27-Nov-21,10:16,10,
27-Nov-21,10:16,10,
27-Nov-21,10:15,10,
27-Nov-21,10:12,10,
27-Nov-21,10:05,10,
27-Nov-21,10:00,10,
26-Nov-21,9:59,09,
27-Nov-21,9:55,09,
27-Nov-21,9:55,09,
27-Nov-21,9:55,09,
27-Nov-21,9:55,09,
27-Nov-21,9:54,09,
27-Nov-21,9:54,09,
22-Nov-21,9:54,09,
22-Nov-21,8:44,08,
26-Nov-21,8:38,08,
24-Nov-21,7:45,07,
27-Nov-21,7:43,07,
22-Nov-21,7:40,07,
26-Nov-21,7:38,07,
26-Nov-21,7:32,07,
24-Nov-21,7:23,07,
24-Nov-21,7:19,07,
24-Nov-21,7:19,07,
24-Nov-21,7:15,07,
26-Nov-21,7:06,07,
24-Nov-21,7:05,07,
22-Nov-21,6:56,06,
26-Nov-21,6:53,06,
27-Nov-21,6:44,06,
26-Nov-21,6:28,06,
22-Nov-21,6:14,06,
23-Nov-21,6:01,06,
25-Nov-21,6:00,06,
23-Nov-21,5:54,05,
23-Nov-21,5:51,05,
26-Nov-21,5:47,05,
23-Nov-21,5:45,05,
24-Nov-21,5:39,05,
24-Nov-21,5:34,05,
25-Nov-21,5:28,05,
24-Nov-21,5:24,05,
26-Nov-21,5:24,05,
25-Nov-21,5:23,05,
23-Nov-21,5:23,05,
21-Nov-21,5:23,05,
26-Nov-21,5:23,05,
25-Nov-21,5:12,05,
23-Nov-21,5:12,05,
26-Nov-21,5:12,05,
26-Nov-21,5:11,05,
27-Nov-21,5:11,05,
27-Nov-21,5:11,05,
21-Nov-21,5:11,05,
23-Nov-21,4:56,04,
25-Nov-21,4:56,04,
23-Nov-21,4:55,04,
26-Nov-21,4:55,04,
26-Nov-21,4:55,04,
24-Nov-21,4:55,04,
27-Nov-21,4:53,04,
26-Nov-21,4:52,04,
26-Nov-21,4:52,04,
25-Nov-21,4:52,04,
22-Nov-21,4:52,04,
23-Nov-21,4:52,04,
26-Nov-21,4:49,04,
26-Nov-21,4:49,04,
27-Nov-21,4:48,04,
26-Nov-21,4:48,04,
22-Nov-21,4:48,04,
26-Nov-21,4:48,04,
27-Nov-21,4:47,04,
23-Nov-21,4:47,04,
22-Nov-21,4:42,04,
26-Nov-21,4:40,04,
26-Nov-21,4:39,04,
25-Nov-21,4:37,04,
22-Nov-21,4:34,04,
26-Nov-21,4:32,04,
26-Nov-21,4:27,04,
26-Nov-21,4:24,04,
26-Nov-21,4:24,04,
23-Nov-21,4:21,04,
26-Nov-21,4:18,04,
24-Nov-21,4:16,04,
26-Nov-21,4:15,04,
22-Nov-21,4:11,04,
25-Nov-21,4:06,04,
24-Nov-21,4:05,04,
26-Nov-21,4:04,04,
23-Nov-21,4:02,04,
23-Nov-21,4:02,04,
21-Nov-21,4:01,04,
21-Nov-21,4:01,04,
24-Nov-21,4:00,04,
24-Nov-21,3:59,03,
24-Nov-21,3:51,03,
26-Nov-21,3:49,03,
24-Nov-21,3:48,03,
25-Nov-21,3:48,03,
24-Nov-21,3:36,03,
26-Nov-21,3:21,03,
23-Nov-21,3:15,03,
27-Nov-21,3:12,03,
25-Nov-21,3:12,03,
26-Nov-21,3:09,03,
21-Nov-21,2:53,02,
22-Nov-21,2:53,02,
22-Nov-21,2:49,02,
20-Nov-21,2:41,02,
25-Nov-21,2:40,02,
24-Nov-21,2:40,02,
25-Nov-21,2:40,02,
25-Nov-21,2:40,02,
21-Nov-21,2:40,02,
26-Nov-21,2:40,02,
26-Nov-21,2:37,02,
25-Nov-21,2:36,02,
25-Nov-21,2:32,02,
26-Nov-21,2:32,02,
25-Nov-21,2:29,02,
25-Nov-21,2:28,02,
22-Nov-21,2:27,02,
26-Nov-21,2:22,02,
22-Nov-21,2:21,02,
26-Nov-21,2:21,02,
24-Nov-21,2:17,02,
25-Nov-21,2:17,02,
26-Nov-21,2:17,02,
25-Nov-21,2:17,02,
22-Nov-21,2:16,02,
26-Nov-21,2:16,02,
26-Nov-21,2:16,02,
27-Nov-21,2:16,02,
26-Nov-21,2:16,02,
26-Nov-21,2:16,02,
24-Nov-21,2:16,02,
22-Nov-21,2:16,02,
27-Nov-21,2:16,02,
21-Nov-21,2:16,02,
26-Nov-21,2:14,02,
20-Nov-21,2:14,02,
27-Nov-21,2:14,02,
24-Nov-21,2:14,02,
26-Nov-21,2:14,02,
26-Nov-21,2:13,02,
28-Nov-21,2:13,02,
28-Nov-21,2:08,02,
20-Nov-21,2:07,02,
20-Nov-21,2:06,02,
20-Nov-21,2:00,02,
22-Nov-21,1:57,01,
27-Nov-21,1:55,01,
25-Nov-21,1:54,01,
24-Nov-21,1:43,01,
23-Nov-21,1:34,01,
26-Nov-21,1:34,01,
22-Nov-21,1:33,01,
23-Nov-21,1:33,01,
23-Nov-21,1:32,01,
22-Nov-21,1:30,01,
22-Nov-21,1:29,01,
23-Nov-21,1:25,01,
24-Nov-21,1:24,01,
24-Nov-21,1:21,01,
24-Nov-21,1:21,01,
24-Nov-21,1:20,01,
22-Nov-21,1:19,01,
22-Nov-21,1:17,01,
22-Nov-21,1:15,01,
25-Nov-21,1:13,01,
25-Nov-21,1:13,01,
24-Nov-21,1:13,01,
26-Nov-21,1:12,01,
25-Nov-21,1:09,01,
27-Nov-21,1:09,01,
27-Nov-21,1:09,01,
21-Nov-21,1:09,01,
26-Nov-21,1:09,01,
23-Nov-21,1:09,01,
23-Nov-21,1:08,01,
24-Nov-21,1:08,01,
25-Nov-21,0:55,00,
25-Nov-21,0:54,00,
23-Nov-21,0:54,00,
22-Nov-21,0:53,00,
21-Nov-21,0:52,00,
24-Nov-21,0:51,00,
27-Nov-21,0:47,00,
24-Nov-21,0:46,00,
25-Nov-21,0:45,00,
23-Nov-21,0:38,00,
21-Nov-21,0:25,00,
22-Nov-21,0:25,00,
26-Nov-21,0:23,00,
24-Nov-21,0:22,00,
23-Nov-21,0:15,00,
26-Nov-21,0:10,00,
28-Nov-21,0:04,00,
21-Nov-21,0:04,00,
23-Nov-21,0:01,00,
25-Nov-21,23:52,23,
24-Nov-21,23:50,23,
26-Nov-21,23:48,23,
25-Nov-21,23:38,23,
23-Nov-21,23:36,23,
20-Nov-21,23:28,23,
20-Nov-21,23:27,23,
21-Nov-21,23:25,23,
21-Nov-21,23:21,23,
25-Nov-21,23:20,23,
25-Nov-21,23:20,23,
27-Nov-21,23:20,23,
20-Nov-21,23:20,23,
24-Nov-21,23:20,23,
24-Nov-21,23:15,23,
25-Nov-21,23:14,23,
27-Nov-21,23:14,23,
24-Nov-21,23:14,23,
26-Nov-21,23:14,23,
26-Nov-21,23:14,23,
22-Nov-21,23:11,23,
27-Nov-21,23:10,23,
25-Nov-21,23:10,23,
23-Nov-21,23:10,23,
23-Nov-21,23:10,23,
27-Nov-21,23:10,23,
25-Nov-21,22:58,22,
27-Nov-21,22:45,22,
23-Nov-21,22:42,22,
21-Nov-21,22:42,22,
21-Nov-21,22:39,22,
23-Nov-21,22:35,22,
23-Nov-21,22:32,22,
22-Nov-21,22:27,22,
22-Nov-21,22:18,22,
22-Nov-21,22:16,22,
22-Nov-21,22:15,22,
22-Nov-21,22:14,22,
22-Nov-21,22:14,22,
22-Nov-21,22:14,22,
22-Nov-21,22:14,22,
22-Nov-21,22:14,22,
22-Nov-21,22:14,22,
22-Nov-21,22:14,22,
22-Nov-21,22:13,22,
22-Nov-21,22:12,22,
22-Nov-21,22:12,22,
22-Nov-21,22:12,22,
21-Nov-21,22:12,22,
21-Nov-21,22:12,22,
21-Nov-21,22:12,22,
26-Nov-21,22:10,22,
26-Nov-21,22:06,22,
26-Nov-21,22:01,22,
27-Nov-21,22:00,22,
27-Nov-21,21:52,21,
27-Nov-21,21:50,21,
25-Nov-21,21:47,21,
24-Nov-21,21:41,21,
24-Nov-21,21:40,21,
21-Nov-21,21:20,21,
26-Nov-21,21:12,21,
21-Nov-21,21:10,21,
26-Nov-21,21:10,21,
24-Nov-21,21:07,21,
24-Nov-21,20:55,20,
23-Nov-21,20:43,20,
22-Nov-21,20:31,20,
26-Nov-21,20:31,20,
26-Nov-21,20:31,20,
26-Nov-21,20:31,20,
26-Nov-21,20:21,20,
26-Nov-21,19:46,19,
26-Nov-21,18:47,18,
26-Nov-21,18:46,18,
26-Nov-21,18:40,18,
25-Nov-21,18:40,18,
24-Nov-21,17:50,17,
24-Nov-21,17:49,17,
24-Nov-21,17:45,17,
21-Nov-21,17:40,17,
28-Nov-21,17:39,17,
28-Nov-21,17:39,17,
27-Nov-21,17:20,17,
26-Nov-21,17:11,17,
26-Nov-21,16:53,16,
26-Nov-21,16:49,16,
26-Nov-21,16:49,16,
26-Nov-21,16:44,16,
25-Nov-21,16:42,16,
25-Nov-21,16:35,16,
25-Nov-21,16:31,16,
25-Nov-21,16:30,16,
25-Nov-21,16:28,16,
25-Nov-21,16:23,16,
25-Nov-21,16:07,16,
25-Nov-21,15:54,15,
25-Nov-21,15:51,15,
25-Nov-21,15:51,15,
25-Nov-21,15:50,15,
25-Nov-21,15:46,15,
25-Nov-21,15:41,15,
24-Nov-21,15:41,15,
24-Nov-21,15:40,15,
24-Nov-21,15:34,15,
24-Nov-21,15:26,15,
24-Nov-21,15:23,15,
24-Nov-21,15:22,15,
24-Nov-21,15:15,15,
24-Nov-21,15:14,15,
24-Nov-21,15:11,15,
24-Nov-21,15:11,15,
24-Nov-21,15:10,15,
24-Nov-21,15:08,15,
24-Nov-21,15:06,15,
24-Nov-21,15:02,15,
24-Nov-21,15:00,15,
24-Nov-21,15:00,15,
24-Nov-21,15:00,15,
24-Nov-21,14:59,14,
24-Nov-21,14:59,14,
24-Nov-21,14:58,14,
24-Nov-21,14:55,14,
24-Nov-21,14:54,14,
24-Nov-21,14:54,14,
24-Nov-21,14:48,14,
24-Nov-21,14:48,14,
24-Nov-21,14:45,14,
24-Nov-21,14:44,14,
24-Nov-21,14:43,14,
24-Nov-21,14:39,14,
24-Nov-21,14:38,14,
24-Nov-21,14:34,14,
24-Nov-21,14:31,14,
24-Nov-21,14:31,14,
24-Nov-21,14:31,14,
24-Nov-21,14:31,14,
24-Nov-21,14:30,14,
24-Nov-21,14:30,14,
24-Nov-21,14:30,14,
24-Nov-21,14:30,14,
24-Nov-21,14:30,14,
24-Nov-21,14:30,14,
24-Nov-21,14:29,14,
24-Nov-21,14:24,14,
24-Nov-21,14:21,14,
24-Nov-21,14:18,14,
24-Nov-21,14:16,14,
24-Nov-21,14:14,14,
24-Nov-21,14:13,14,
24-Nov-21,14:10,14,
24-Nov-21,14:08,14,
24-Nov-21,14:02,14,
24-Nov-21,14:02,14,
24-Nov-21,14:01,14,
24-Nov-21,14:00,14,
24-Nov-21,14:00,14,
24-Nov-21,13:59,13,
24-Nov-21,13:56,13,
24-Nov-21,13:56,13,
24-Nov-21,13:56,13,
24-Nov-21,13:56,13,
24-Nov-21,13:56,13,
24-Nov-21,13:56,13,
24-Nov-21,13:53,13,
24-Nov-21,13:53,13,
24-Nov-21,13:53,13,
24-Nov-21,13:53,13,
24-Nov-21,13:53,13,
24-Nov-21,13:53,13,
24-Nov-21,13:44,13,
24-Nov-21,13:41,13,
24-Nov-21,13:37,13,
24-Nov-21,13:36,13,
24-Nov-21,13:34,13,
24-Nov-21,13:32,13,
24-Nov-21,13:29,13,
24-Nov-21,13:26,13,
24-Nov-21,13:26,13,
24-Nov-21,13:23,13,
24-Nov-21,13:23,13,
24-Nov-21,13:22,13,
24-Nov-21,13:14,13,
24-Nov-21,13:13,13,
24-Nov-21,13:09,13,
24-Nov-21,13:06,13,
24-Nov-21,13:04,13,
24-Nov-21,13:02,13,
24-Nov-21,13:02,13,
24-Nov-21,13:00,13,
24-Nov-21,12:59,12,
24-Nov-21,12:59,12,
24-Nov-21,12:58,12,
24-Nov-21,12:57,12,
24-Nov-21,12:54,12,
24-Nov-21,12:52,12,
24-Nov-21,12:50,12,
24-Nov-21,12:49,12,
24-Nov-21,12:48,12,
24-Nov-21,12:48,12,
24-Nov-21,12:45,12,
24-Nov-21,12:44,12,
24-Nov-21,12:39,12,
24-Nov-21,12:39,12,
24-Nov-21,12:32,12,
24-Nov-21,12:32,12,
24-Nov-21,12:29,12,
24-Nov-21,12:29,12,
24-Nov-21,12:29,12,
24-Nov-21,12:26,12,
24-Nov-21,12:23,12,
24-Nov-21,12:19,12,
24-Nov-21,12:19,12,
24-Nov-21,12:18,12,
24-Nov-21,12:18,12,
24-Nov-21,12:12,12,
24-Nov-21,12:11,12,
24-Nov-21,12:11,12,
24-Nov-21,12:10,12,
24-Nov-21,12:08,12,
24-Nov-21,12:07,12,
24-Nov-21,12:04,12,
24-Nov-21,12:02,12,
24-Nov-21,12:02,12,
24-Nov-21,12:02,12,
24-Nov-21,12:01,12,
24-Nov-21,12:01,12,
24-Nov-21,12:00,12,
24-Nov-21,11:59,11,
24-Nov-21,11:54,11,
24-Nov-21,11:53,11,
24-Nov-21,11:50,11,
24-Nov-21,11:50,11,
24-Nov-21,11:49,11,
24-Nov-21,11:48,11,
24-Nov-21,11:48,11,
24-Nov-21,11:47,11,
24-Nov-21,11:47,11,
24-Nov-21,11:46,11,
24-Nov-21,11:46,11,
24-Nov-21,11:46,11,
24-Nov-21,11:45,11,
24-Nov-21,11:45,11,
24-Nov-21,11:43,11,
24-Nov-21,11:37,11,
24-Nov-21,11:35,11,
24-Nov-21,11:35,11,
24-Nov-21,11:34,11,
24-Nov-21,11:33,11,
24-Nov-21,11:33,11,
24-Nov-21,11:31,11,
24-Nov-21,11:30,11,
24-Nov-21,11:30,11,
24-Nov-21,11:29,11,
24-Nov-21,11:28,11,
24-Nov-21,11:28,11,
24-Nov-21,11:28,11,
24-Nov-21,11:27,11,
24-Nov-21,11:26,11,
24-Nov-21,11:25,11,
24-Nov-21,11:24,11,
24-Nov-21,11:22,11,
24-Nov-21,11:21,11,
24-Nov-21,11:18,11,
24-Nov-21,11:16,11,
24-Nov-21,11:14,11,
24-Nov-21,11:13,11,
24-Nov-21,11:13,11,
24-Nov-21,11:11,11,
24-Nov-21,11:11,11,
24-Nov-21,11:08,11,
24-Nov-21,11:03,11,
24-Nov-21,11:01,11,
24-Nov-21,10:59,10,
24-Nov-21,10:54,10,
24-Nov-21,10:53,10,
24-Nov-21,10:51,10,
24-Nov-21,10:48,10,
24-Nov-21,10:46,10,
24-Nov-21,10:45,10,
24-Nov-21,10:44,10,
24-Nov-21,10:44,10,
24-Nov-21,10:44,10,
24-Nov-21,10:44,10,
24-Nov-21,10:43,10,
24-Nov-21,10:43,10,
24-Nov-21,10:42,10,
24-Nov-21,10:40,10,
24-Nov-21,10:39,10,
24-Nov-21,10:37,10,
24-Nov-21,10:33,10,
24-Nov-21,10:31,10,
24-Nov-21,10:30,10,
24-Nov-21,10:27,10,
24-Nov-21,10:24,10,
24-Nov-21,10:23,10,
24-Nov-21,10:22,10,
24-Nov-21,10:21,10,
24-Nov-21,10:21,10,
24-Nov-21,10:19,10,
24-Nov-21,10:18,10,
24-Nov-21,10:18,10,
24-Nov-21,10:15,10,
24-Nov-21,10:15,10,
24-Nov-21,10:14,10,
24-Nov-21,10:13,10,
24-Nov-21,10:13,10,
24-Nov-21,10:13,10,
24-Nov-21,10:12,10,
24-Nov-21,10:11,10,
24-Nov-21,10:10,10,
24-Nov-21,10:09,10,
24-Nov-21,10:05,10,
24-Nov-21,10:05,10,
24-Nov-21,10:04,10,
24-Nov-21,10:01,10,
24-Nov-21,10:01,10,
24-Nov-21,10:01,10,
24-Nov-21,10:00,10,
24-Nov-21,10:00,10,
24-Nov-21,10:00,10,
24-Nov-21,9:59,09,
24-Nov-21,9:56,09,
23-Nov-21,9:56,09,
23-Nov-21,9:55,09,
23-Nov-21,9:53,09,
23-Nov-21,9:50,09,
23-Nov-21,9:47,09,
23-Nov-21,9:47,09,
23-Nov-21,9:45,09,
23-Nov-21,9:42,09,
23-Nov-21,9:42,09,
23-Nov-21,9:41,09,
23-Nov-21,9:37,09,
23-Nov-21,9:36,09,
23-Nov-21,9:36,09,
23-Nov-21,9:36,09,
23-Nov-21,9:35,09,
23-Nov-21,9:35,09,
23-Nov-21,9:33,09,
23-Nov-21,9:30,09,
23-Nov-21,9:29,09,
23-Nov-21,9:29,09,
23-Nov-21,9:28,09,
23-Nov-21,9:28,09,
23-Nov-21,9:27,09,
23-Nov-21,9:24,09,
23-Nov-21,9:22,09,
23-Nov-21,9:22,09,
23-Nov-21,9:20,09,
23-Nov-21,9:19,09,
23-Nov-21,9:17,09,
23-Nov-21,9:16,09,
23-Nov-21,9:14,09,
23-Nov-21,9:12,09,
23-Nov-21,9:10,09,
23-Nov-21,9:09,09,
23-Nov-21,9:08,09,
23-Nov-21,9:08,09,
23-Nov-21,9:05,09,
23-Nov-21,9:05,09,
23-Nov-21,9:04,09,
23-Nov-21,9:03,09,
23-Nov-21,9:03,09,
23-Nov-21,9:01,09,
23-Nov-21,8:59,08,
23-Nov-21,8:58,08,
23-Nov-21,8:57,08,
23-Nov-21,8:53,08,
23-Nov-21,8:53,08,
23-Nov-21,8:51,08,
23-Nov-21,8:50,08,
23-Nov-21,8:49,08,
23-Nov-21,8:48,08,
23-Nov-21,8:47,08,
23-Nov-21,8:47,08,
23-Nov-21,8:47,08,
23-Nov-21,8:46,08,
23-Nov-21,8:44,08,
23-Nov-21,8:44,08,
23-Nov-21,8:44,08,
23-Nov-21,8:40,08,
23-Nov-21,8:40,08,
23-Nov-21,8:39,08,
23-Nov-21,8:39,08,
23-Nov-21,8:38,08,
23-Nov-21,8:38,08,
23-Nov-21,8:38,08,
23-Nov-21,8:38,08,
23-Nov-21,8:37,08,
23-Nov-21,8:37,08,
23-Nov-21,8:37,08,
23-Nov-21,8:37,08,
23-Nov-21,8:37,08,
23-Nov-21,8:36,08,
23-Nov-21,8:34,08,
23-Nov-21,8:33,08,
23-Nov-21,8:31,08,
23-Nov-21,8:28,08,
23-Nov-21,8:28,08,
23-Nov-21,8:27,08,
23-Nov-21,8:26,08,
23-Nov-21,8:25,08,
23-Nov-21,8:23,08,
23-Nov-21,8:22,08,
23-Nov-21,8:22,08,
23-Nov-21,8:21,08,
23-Nov-21,8:19,08,
23-Nov-21,8:18,08,
23-Nov-21,8:18,08,
23-Nov-21,8:16,08,
23-Nov-21,8:15,08,
23-Nov-21,8:13,08,
23-Nov-21,8:12,08,
23-Nov-21,8:11,08,
23-Nov-21,8:09,08,
23-Nov-21,8:09,08,
23-Nov-21,8:09,08,
23-Nov-21,8:08,08,
23-Nov-21,8:08,08,
23-Nov-21,8:06,08,
23-Nov-21,8:06,08,
23-Nov-21,8:06,08,
23-Nov-21,8:05,08,
23-Nov-21,8:04,08,
23-Nov-21,8:04,08,
23-Nov-21,8:02,08,
23-Nov-21,8:02,08,
23-Nov-21,8:01,08,
23-Nov-21,8:01,08,
23-Nov-21,7:59,07,
23-Nov-21,7:59,07,
23-Nov-21,7:58,07,
23-Nov-21,7:58,07,
23-Nov-21,7:56,07,
23-Nov-21,7:56,07,
23-Nov-21,7:55,07,
23-Nov-21,7:55,07,
23-Nov-21,7:53,07,
23-Nov-21,7:52,07,
23-Nov-21,7:51,07,
23-Nov-21,7:50,07,
23-Nov-21,7:49,07,
23-Nov-21,7:48,07,
23-Nov-21,7:47,07,
23-Nov-21,7:47,07,
23-Nov-21,7:46,07,
23-Nov-21,7:46,07,
23-Nov-21,7:44,07,
23-Nov-21,7:42,07,
23-Nov-21,7:41,07,
23-Nov-21,7:40,07,
23-Nov-21,7:39,07,
23-Nov-21,7:37,07,
23-Nov-21,7:36,07,
23-Nov-21,7:35,07,
23-Nov-21,7:34,07,
23-Nov-21,7:33,07,
23-Nov-21,7:32,07,
23-Nov-21,7:32,07,
23-Nov-21,7:31,07,
23-Nov-21,7:29,07,
23-Nov-21,7:28,07,
23-Nov-21,7:28,07,
23-Nov-21,7:27,07,
23-Nov-21,7:26,07,
23-Nov-21,7:25,07,
23-Nov-21,7:25,07,
23-Nov-21,7:21,07,
23-Nov-21,7:19,07,
23-Nov-21,7:19,07,
23-Nov-21,7:17,07,
23-Nov-21,7:16,07,
23-Nov-21,7:15,07,
23-Nov-21,7:14,07,
23-Nov-21,7:14,07,
23-Nov-21,7:13,07,
23-Nov-21,7:12,07,
23-Nov-21,7:10,07,
23-Nov-21,7:08,07,
23-Nov-21,7:08,07,
23-Nov-21,7:04,07,
23-Nov-21,7:03,07,
23-Nov-21,7:02,07,
23-Nov-21,6:59,06,
23-Nov-21,6:59,06,
23-Nov-21,6:58,06,
23-Nov-21,6:56,06,
23-Nov-21,6:56,06,
23-Nov-21,6:54,06,
23-Nov-21,6:54,06,
23-Nov-21,6:54,06,
23-Nov-21,6:53,06,
23-Nov-21,6:53,06,
23-Nov-21,6:52,06,
23-Nov-21,6:52,06,
23-Nov-21,6:52,06,
23-Nov-21,6:49,06,
23-Nov-21,6:46,06,
23-Nov-21,6:44,06,
23-Nov-21,6:43,06,
23-Nov-21,6:43,06,
23-Nov-21,6:42,06,
23-Nov-21,6:41,06,
23-Nov-21,6:40,06,
23-Nov-21,6:39,06,
23-Nov-21,6:37,06,
23-Nov-21,6:37,06,
23-Nov-21,6:37,06,
23-Nov-21,6:34,06,
23-Nov-21,6:33,06,
23-Nov-21,6:33,06,
23-Nov-21,6:32,06,
23-Nov-21,6:32,06,
23-Nov-21,6:30,06,
23-Nov-21,6:28,06,
23-Nov-21,6:28,06,
23-Nov-21,6:27,06,
23-Nov-21,6:24,06,
23-Nov-21,6:22,06,
23-Nov-21,6:20,06,
23-Nov-21,6:18,06,
23-Nov-21,6:15,06,
23-Nov-21,6:13,06,
23-Nov-21,6:11,06,
23-Nov-21,6:10,06,
23-Nov-21,6:10,06,
23-Nov-21,6:10,06,
23-Nov-21,6:09,06,
23-Nov-21,6:08,06,
23-Nov-21,6:07,06,
23-Nov-21,6:04,06,
23-Nov-21,6:04,06,
23-Nov-21,6:04,06,
23-Nov-21,6:00,06,
23-Nov-21,5:59,05,
23-Nov-21,5:59,05,
23-Nov-21,5:58,05,
23-Nov-21,5:58,05,
23-Nov-21,5:58,05,
23-Nov-21,5:57,05,
23-Nov-21,5:55,05,
23-Nov-21,5:54,05,
23-Nov-21,5:53,05,
23-Nov-21,5:53,05,
23-Nov-21,5:52,05,
23-Nov-21,5:51,05,
23-Nov-21,5:49,05,
23-Nov-21,5:49,05,
23-Nov-21,5:47,05,
23-Nov-21,5:46,05,
23-Nov-21,5:43,05,
23-Nov-21,5:41,05,
23-Nov-21,5:41,05,
23-Nov-21,5:41,05,
23-Nov-21,5:40,05,
23-Nov-21,5:39,05,
23-Nov-21,5:39,05,
23-Nov-21,5:36,05,
23-Nov-21,5:36,05,
23-Nov-21,5:35,05,
23-Nov-21,5:35,05,
23-Nov-21,5:30,05,
23-Nov-21,5:29,05,
23-Nov-21,5:28,05,
23-Nov-21,5:27,05,
23-Nov-21,5:25,05,
23-Nov-21,5:24,05,
23-Nov-21,5:23,05,
23-Nov-21,5:23,05,
23-Nov-21,5:23,05,
23-Nov-21,5:21,05,
23-Nov-21,5:20,05,
23-Nov-21,5:18,05,
23-Nov-21,5:18,05,
23-Nov-21,5:16,05,
23-Nov-21,5:15,05,
23-Nov-21,5:15,05,
23-Nov-21,5:11,05,
23-Nov-21,5:10,05,
23-Nov-21,5:10,05,
23-Nov-21,5:07,05,
23-Nov-21,5:07,05,
23-Nov-21,5:03,05,
23-Nov-21,5:01,05,
23-Nov-21,4:52,04,
23-Nov-21,4:48,04,
23-Nov-21,4:42,04,
23-Nov-21,4:11,04,
23-Nov-21,4:07,04,
23-Nov-21,4:07,04,
23-Nov-21,3:35,03,
23-Nov-21,2:53,02,
23-Nov-21,2:52,02,
23-Nov-21,2:39,02,
23-Nov-21,2:14,02,
23-Nov-21,2:12,02,
23-Nov-21,1:59,01,
23-Nov-21,1:58,01,
23-Nov-21,1:54,01,
23-Nov-21,1:33,01,
23-Nov-21,0:17,00,
23-Nov-21,0:13,00,
23-Nov-21,0:02,00,
23-Nov-21,23:18,23,
23-Nov-21,22:31,22,
23-Nov-21,21:45,21,
23-Nov-21,21:42,21,
23-Nov-21,21:13,21,
23-Nov-21,20:11,20,
23-Nov-21,16:47,16,
23-Nov-21,16:43,16,
23-Nov-21,16:14,16,
23-Nov-21,16:13,16,
23-Nov-21,16:13,16,
23-Nov-21,16:13,16,
23-Nov-21,16:13,16,
23-Nov-21,16:13,16,
23-Nov-21,16:13,16,
23-Nov-21,15:17,15,
23-Nov-21,14:54,14,
23-Nov-21,14:52,14,
23-Nov-21,14:43,14,
